-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
-3840.62,-1.69638e-13,4.17652e-14,-1.51394e-13,1.82617e-13,-2.98056e-13,2.06231e-13,-2.52534e-14,1.08352e-13,-7.68979e-13,2.50952e-13,6.88207e-13,6.41378e-14,-4.7468e-13,2.62702e-13,-6.74661e-13,1.73668e-13,-2.49809e-13,-6.92633e-13,2.23848e-13,-2.32289e-12
-542.068,-29.7287,16.2448,-5.47109,1.73248,-3.51751,-2.38234,-0.710329,0.637492,-1.06378,-0.171104,0.356218,-2.34216,-1.27116,-0.426829,-1.53485,-1.2121,0.785834,-1.02664,-0.597728,1.90448
-493.779,-8.74208,21.3179,1.59139,8.2444,1.84156,1.15075,2.56836,0.862634,2.59183,1.69314,1.85728,1.19647,0.89103,0.953082,0.494754,0.827075,0.38842,-0.281733,0.735,-1.14131
-356.106,58.7174,20.8451,-1.60374,-0.100288,0.997393,-0.0771237,-1.53315,-6.13619,1.71773,2.0644,-1.09388,-8.27444,-1.83674,-7.54691,-2.28536,-0.480319,0.430675,-3.01219,-0.669382,-1.63404
-341.529,64.1624,16.8507,4.5862,-3.63339,3.37734,-0.70384,3.70219,-3.62297,-1.65114,1.93051,2.46505,-3.557,-3.23136,-5.33909,-4.85341,-3.28434,-1.3263,-3.65188,-1.03363,-0.945819
-327.322,67.7734,12.5316,8.42613,2.96282,2.82974,-3.50338,-4.19827,-2.70807,-0.744457,-1.81361,-4.48496,-2.17187,-1.0478,-6.01815,-3.53137,-4.32668,-1.49717,-5.97063,-0.975547,-3.85516
-334.311,62.2421,25.0116,8.07611,-2.38326,1.29926,3.30974,0.179356,-4.9705,-3.3709,0.0921754,0.197835,-4.54289,-3.13801,-6.63305,-4.44857,-5.07212,-2.55323,-3.74238,0.295097,-2.22618
-333.86,61.9888,21.289,8.25915,-2.14251,3.91991,-0.0348693,1.66704,-3.98819,0.132179,-1.68875,1.76301,-4.80327,-2.49983,-7.60562,-3.23373,-7.31396,-0.0063819,-5.18626,-0.0913768,-0.987299
-327.438,63.7288,22.6402,9.63461,-1.89096,2.25648,-1.09879,-2.96061,-4.18284,-0.457028,-6.18872,-2.1585,-3.78049,-1.68603,-0.741774,-1.94601,-3.36254,1.2833,-0.228332,0.277037,-1.44112
-330.615,60.9796,24.8655,6.80206,-0.832915,2.47729,-0.810552,-2.20865,-5.6751,-2.77923,-4.66775,-0.857171,-4.73898,-0.639696,-1.26274,-2.22861,-3.71916,1.60992,-1.38756,0.849752,-2.30206
-338.652,60.7641,26.6218,6.95442,-0.931055,0.981962,-1.52198,-1.09765,-4.79216,-1.53079,-2.78109,-1.78215,-6.22977,-0.714924,-5.55198,-1.92836,-2.65145,2.32915,0.794926,3.17666,-1.88704
-343.191,64.1538,24.4148,11.6548,-5.5156,2.53841,-5.88516,-0.851721,-2.81926,-0.325454,-4.51609,-1.67842,-5.51445,-3.88114,-3.88194,-0.836953,-2.46475,3.09956,-0.593476,2.04159,-1.8554
-344.155,65.168,24.6518,10.4005,-2.01413,1.60193,-1.46582,-1.49334,0.484607,-6.17291,-2.34891,-5.26447,-3.92426,-5.16999,-3.51761,-0.617386,-4.0782,2.55497,-2.91814,4.71517,-3.79263
-346.106,62.311,28.4959,10.9731,-0.886899,1.10174,-3.60959,-1.28818,-1.93102,-3.74479,-3.10694,-1.52013,-5.04825,-3.36371,-3.12771,-3.65914,-2.47774,-0.22051,-2.09934,3.71757,-3.17008
-349.485,63.1108,28.1339,10.265,0.357561,0.472536,-0.227174,-5.13624,-0.925817,-3.94667,-0.598219,-2.1591,-4.463,-3.85958,-3.11579,-1.1533,-4.34817,-1.32044,-2.7371,2.09563,-3.20993
-348.429,65.2983,27.8298,13.1557,-0.800867,-0.601916,-1.12686,-7.19919,1.16431,-5.69191,2.79667,-3.33664,-8.80254,-3.95896,-3.95322,1.199,-5.33463,1.34181,-8.08671,2.97319,-3.59822
-349.26,63.1139,32.4177,12.6682,-0.512562,0.373036,-2.08409,-6.68831,-1.06599,-4.82578,0.00095207,-3.53514,-6.98558,-5.09734,-5.69886,1.5726,-5.4231,1.7137,-7.20244,3.24991,-4.34123
-351.048,64.9734,31.1943,11.724,-2.44513,4.90708,-6.36195,-0.937608,-5.13933,-1.76467,-3.76169,-3.92633,-5.05466,-2.4333,-3.32443,-1.34243,-3.45935,-0.482808,-6.80247,1.98601,0.05114
-350.477,64.0687,32.9776,9.72148,-5.22034,5.68946,-4.19697,-2.53942,-5.95338,-2.20844,-3.39738,-2.88195,-6.5296,-2.86575,-0.479692,-1.18969,-2.84609,-0.0175767,-3.09884,2.24478,-3.00482
-349.668,60.5614,35.5411,9.66288,-6.32823,3.41446,-4.5441,-3.50318,-3.70614,-1.05365,-4.1407,-5.65994,-5.02956,-1.32398,-0.598273,1.80777,-1.57668,0.450936,-5.26361,4.43906,-1.63897
-349.707,58.0471,37.781,8.89044,-5.64386,3.17849,-3.50122,-9.09025,-3.24661,-1.58524,-2.52876,-3.9276,-8.04069,1.39845,-0.862737,1.35395,-3.60889,1.37396,-1.46489,4.42855,-2.17168
-351.128,57.3159,37.9545,8.24594,-3.67481,0.735969,-2.62748,-6.10574,-4.9816,0.765021,-5.07449,-3.84303,-7.86971,0.41532,-2.56134,1.05144,-2.5433,1.59629,-1.86898,3.42947,-0.945479
-354.335,57.3213,39.1719,6.94234,-1.57847,2.36914,-1.25187,-3.74111,-5.36026,0.361227,-5.46389,-6.8004,-5.87175,-0.378577,-1.41828,-1.83344,-3.33786,0.682656,-2.31527,1.89149,-1.52621
-355.034,56.8084,37.6558,12.4714,-1.7677,-0.457936,-3.60996,-1.78267,-1.07051,-2.06639,-4.67813,-9.90581,-4.42355,-1.3807,-2.85589,2.01176,-6.76926,2.2383,-7.73863,3.57608,-2.44481
-358.691,59.887,35.3981,14.0159,-2.57834,-1.05442,-2.91338,0.26889,1.18213,-6.52579,-6.3267,-5.79539,-9.10609,0.773293,-4.37287,0.21579,-5.9014,1.84607,-1.70591,2.29652,-3.39647
-358.884,56.1413,35.1118,13.2213,0.633541,0.484588,-3.03074,-0.781063,2.42067,-5.34165,-4.21294,-7.05339,-8.752,-3.4014,-1.11747,-2.51135,-2.83633,0.731918,-2.98013,4.50535,-2.17783
-360.692,56.373,37.51,11.5717,-1.26027,4.11508,-5.37835,0.157347,-0.184681,-0.95703,-7.40208,-4.81178,-8.68037,-4.18651,-3.44271,-2.87729,-1.87423,0.504476,-4.20571,0.191369,-0.175546
-361.431,55.6809,36.882,12.5202,1.3052,3.07126,-1.42303,-1.42535,2.23936,-3.54155,-7.20427,-7.96151,-9.40242,-5.16639,-3.95127,1.88986,-4.7404,-0.632339,-2.66875,3.79244,-0.680507
-361.749,54.0251,35.637,13.9295,0.535004,5.39853,-0.214767,-2.71969,-3.28862,-0.124148,-6.72894,-8.25124,-7.02954,-2.73195,-3.66709,0.22918,-1.90315,-1.53284,-2.10254,1.23272,-1.61371
-366.115,51.4584,38.1256,12.7648,1.18396,3.35555,-3.58462,-5.57444,-1.81342,1.37956,-2.40802,-3.71065,-9.7188,-1.54639,-2.71988,1.68382,0.46612,-0.0657405,-5.36416,0.381307,-0.781664
-364.411,52.1515,36.6458,7.31713,-0.453227,2.50991,-3.41836,-3.14319,-2.1356,1.22329,-2.82036,-1.04445,-6.77847,0.720746,-1.64096,0.797304,-2.27352,-0.61581,-4.31557,2.83643,2.1431
-368.292,49.2586,37.9303,11.8941,1.75215,5.5382,-1.62807,-6.96206,-6.95984,-2.1645,-0.368857,-1.90443,-5.453,-0.529298,-1.22942,-0.541278,-5.58542,2.13883,-0.744708,5.23036,0.183347
-365.847,52.0754,36.0451,12.6074,1.49851,3.07087,-0.333085,-5.86994,-2.99021,-4.17364,-2.0429,-1.60077,-4.50252,-1.11563,-3.47996,-0.268738,-5.29494,0.44722,-1.79661,3.8004,-2.01549
-365.507,53.2357,37.3548,11.7093,2.23593,3.24007,0.931159,-5.02493,-3.63775,-3.79171,-3.20039,0.353207,-6.38975,-3.26262,-4.27768,-0.894304,-5.30063,-1.96808,-1.53613,3.00459,-2.80641
-368.983,50.9937,37.384,12.6534,3.59707,6.03298,1.03056,-1.77641,-3.32031,-4.22058,-4.89296,-5.06316,-6.54216,-1.59773,-4.06265,-2.45792,-2.79139,0.359585,-3.948,3.24308,-5.21568
-369.894,51.5767,41.6386,11.5465,-1.01068,7.34841,-0.891458,-0.612303,-3.08424,-5.41979,-6.16395,-4.50446,-5.03856,-0.831348,-3.90486,-3.42285,-3.32133,0.511016,-3.40561,0.0675939,-1.94388
-371.348,50.678,37.7321,14.053,1.41943,4.95187,0.457902,-2.20097,-2.74272,-3.54534,-6.69566,-4.60227,-5.16065,2.25462,-3.75423,-3.20932,-5.02908,3.26444,-3.98895,-0.216227,-4.38113
-370.854,49.4357,41.9979,11.0172,0.671761,7.50776,1.63458,-2.76454,-3.48696,-1.91391,-4.29173,-5.06311,-7.89862,0.217738,-4.21178,-4.85571,-5.42639,1.83443,-2.96731,-0.152184,-6.8937
-367.219,48.7632,37.3294,15.2113,2.98818,3.87203,0.430957,-1.20654,-1.11527,-1.67965,-4.88265,-4.42384,-7.19141,-2.69448,-5.14972,-1.73601,-7.70176,-1.4091,-1.8466,0.167159,-5.15869
-371.074,52.0169,38.726,16.1434,-2.57824,3.38142,-1.76118,-1.41564,0.0419044,-0.842714,-3.59199,-4.85541,-6.92352,-2.34905,-4.96735,-2.36549,-5.90463,-0.417577,-2.35812,1.95171,-4.95625
-373.782,47.8251,41.6061,13.8578,-0.170045,1.73611,-2.89259,-1.9074,-0.0440782,0.587016,-3.35044,-3.96785,-5.56242,-0.429155,-3.57253,-0.921951,-3.96045,0.466327,-1.89735,2.16856,-1.67241
-370.606,46.1811,40.0811,10.5244,-0.276333,-0.815702,1.53252,0.978966,-1.97251,-2.50059,-2.87897,-1.79985,-7.72697,-1.45423,-3.44101,0.19926,-0.266876,-0.210245,-3.15274,1.4212,-2.03824
-369.774,47.7747,36.4807,11.4943,-2.44306,2.25365,1.28086,-3.60582,0.851535,-1.16742,-2.2884,-2.10092,-6.02776,-4.12366,-2.96687,0.897721,-3.89033,0.296831,-3.56717,0.176584,-2.48125
-369.407,45.3412,38.8102,10.9796,0.675093,3.56872,-0.547627,-4.0212,-0.273802,2.81966,-0.142947,-3.69184,-9.78655,-5.59052,-4.79117,1.20877,0.302181,-1.6205,-4.42433,-2.23201,-2.62643
-370.91,45.771,37.785,12.1249,0.455866,4.81459,1.13439,-1.87637,-0.479252,1.22645,-2.01183,-2.96041,-10.1029,-5.91063,-5.0437,-1.26489,-2.83003,-0.623659,-5.58597,-0.0520811,-2.18556
-372.109,44.6786,37.2513,12.4856,-0.600378,7.76374,0.834202,-2.21909,-0.32973,-0.962414,-1.59113,-3.62365,-8.09775,-5.85303,-4.88977,-1.95278,-4.34702,-0.322606,-7.9457,2.1915,-2.33869
-370.351,43.0883,36.6898,11.3009,-0.725383,3.03407,0.406299,-0.25831,-0.210036,-0.265776,-1.76596,-1.68224,-6.50897,-4.56268,-4.23975,-3.28231,-5.23977,-1.80666,-4.9309,1.48904,-2.10921
-373.588,46.1887,38.7886,8.51687,-1.27106,2.93013,2.28692,-0.626696,-0.000573128,-2.9437,-4.49872,-1.2989,-7.69535,-3.70076,-6.49676,-3.90498,-4.22648,-2.03928,-3.01795,1.84214,-2.41064
-372.254,45.8951,39.2165,12.724,-2.98211,3.01716,-1.23605,-1.27268,0.813956,-2.74592,-5.66105,-5.53455,-5.74948,-2.67414,-4.77589,-3.96748,-5.56804,-0.727063,-3.78897,1.20549,-2.49729
-375.467,44.4215,39.8733,12.3826,-2.38688,3.36238,-1.99028,-1.31178,-2.22846,0.493529,-5.00053,-3.46504,-6.74818,-1.00733,-3.79411,-3.6424,-6.77702,-2.19917,-4.49785,1.92658,-2.31084
-377.666,44.2586,38.8301,12.2896,-1.15101,3.82329,-1.4985,-4.79045,-4.95372,-0.34106,-2.93226,-3.34828,-4.90666,-1.71214,-5.48388,-3.17522,-4.13045,-1.94303,-2.58977,1.3857,-1.73948
-376.538,41.3209,39.5993,10.6079,0.110909,0.806929,-1.69981,-3.31703,-3.59689,-4.1103,-3.31433,-3.55258,-7.26778,-0.680754,-3.18889,-0.811561,-1.18064,-0.47317,-4.45831,1.33604,-1.02239
-383.456,40.4777,40.3976,10.3434,-1.93833,-1.33377,-5.25941,-4.05917,-0.375637,-0.295034,-3.56987,-3.77945,-5.19001,0.734534,-1.69782,1.23428,-1.704,-1.30114,-0.661954,1.37492,-2.41391
-377.675,39.5309,40.4246,9.16575,-2.36361,1.65522,-1.75933,-6.91613,-1.92226,-1.50236,-4.91712,-6.48222,-4.59939,-0.489232,-1.51763,1.70692,-2.08756,0.338464,-0.880639,1.37475,-0.647758
-380.187,42.4409,39.4364,12.4603,-2.07921,1.01827,-1.19643,-3.07898,-3.62723,-5.42148,-5.9192,-4.68811,-7.29462,-5.5596,-3.4696,2.06298,-1.72847,1.63942,0.112721,1.03603,-2.61181
-383.213,43.275,37.3725,13.6864,1.62705,2.52152,-3.46621,-3.23169,-2.93105,-3.84734,-8.30159,-7.23752,-8.05673,-5.44795,-3.36432,0.612167,0.470773,1.30104,-2.857,1.02328,-1.60668
