2.35769e-07,3.0159e-07,3.54832e-07,3.74599e-07,3.77682e-07,3.80541e-07,3.6863e-07,3.3439e-07,2.81625e-07,2.33014e-07,2.29576e-07,2.31973e-07
1.19815e-06,1.347e-06,1.70408e-06,2.2072e-06,1.75531e-06,1.75495e-06,2.20423e-06,1.80012e-06,1.20419e-06,1.17183e-06,1.4939e-06,1.1059e-06
3.75539e-07,3.89862e-07,3.56461e-07,3.4405e-07,2.17163e-07,1.90842e-07,1.64624e-07,2.36762e-07,2.04242e-07,1.84223e-07,2.13074e-07,2.03906e-07
2.13175e-07,1.90576e-07,1.51017e-07,1.25923e-07,1.26124e-07,9.08903e-08,1.16992e-07,1.87077e-07,2.33701e-07,1.28601e-07,1.96405e-07,2.2965e-07
6.90269e-09,3.10002e-09,4.85911e-09,6.91391e-09,6.47121e-09,6.1015e-09,5.1346e-09,4.12947e-09,2.95402e-09,1.39595e-09,1.18191e-09,1.73413e-09
3.71862e-10,3.92016e-10,3.70914e-10,3.07428e-10,2.30423e-10,1.17224e-10,1.27099e-10,9.00631e-11,1.21475e-10,1.39767e-10,9.7066e-11,5.53162e-11
1.60323e-11,1.93703e-11,1.61712e-11,1.3745e-11,9.02955e-12,7.13307e-12,1.34366e-11,9.82168e-12,2.02156e-11,2.61043e-11,1.43321e-11,1.10884e-11
1.07362e-12,9.63147e-13,1.79652e-12,1.22667e-12,1.7683e-12,7.17431e-13,1.85738e-12,1.73631e-12,1.69186e-12,1.08669e-12,1.58163e-12,8.93106e-13
3.7593e-11,3.03158e-11,3.66142e-11,3.19565e-11,2.24392e-11,1.17568e-11,1.92831e-11,2.63252e-11,1.44725e-11,8.00525e-12,2.34038e-11,7.39586e-12
4.03488e-10,4.25784e-10,4.82157e-10,4.78866e-10,4.71305e-10,3.87107e-10,3.39282e-10,3.34263e-10,2.25774e-10,1.57613e-10,1.56063e-10,8.69893e-11
3.01498e-09,3.00452e-09,3.66832e-09,4.19547e-09,4.65916e-09,4.70593e-09,4.73146e-09,4.54762e-09,3.81935e-09,3.15e-09,3.05787e-09,2.57183e-09
1.08512e-08,1.18464e-08,1.33275e-08,1.28511e-08,1.19531e-08,1.21117e-08,1.11943e-08,1.11556e-08,1.06117e-08,9.08667e-09,8.5688e-09,9.20773e-09
5.70352e-10,1.34095e-09,1.22304e-09,1.09385e-09,1.6372e-09,1.24198e-09,1.49341e-09,1.7218e-09,9.42419e-10,1.28107e-09,1.01679e-09,4.99189e-10
8.81431e-08,3.16665e-08,4.02148e-08,2.64838e-08,4.6846e-08,4.47466e-08,5.50844e-08,4.30714e-08,9.21211e-08,2.5891e-07,3.17305e-07,1.70408e-07
